index,prediction
377,"['High-end aluminium alloy material', 'New Zikr1 is made from high end aluminium alloy and', 'weighs only half the weight of the first generation zinc', 'alloy ring at 11.7g.', 'With its fine rounded feel,it offers a lighter and more', 'comfortable wearing experience']"
378,"['Zikr1', ""World's First Tasbih Smart Ring"", 'for Muslim', 'New2022, aluminium alloy,', 'half metal ring weight,only 11.7g', 'Tasbeeh Smart Counter', 'Zikr1 has an integrated metal CNC button', 'so that you can easily keep track of your daily', 'Tasbeeh count at all times', 'Real-time Tasbin', '99', '66', '19', 'Click the button to count and the Zikr1 vibrates', 'when the count reaches 33,66,99 or 100', '5 Prayer Time Reminders', '12:38', 'With built-in Bluetooth,Zikr1 is easily', '443', 'connected to the iQibla app.You can', 'receive 5 prayer time reminders via', '4Rabi', 'Zikr1 or the smartphone app.', '0530']"
379,"['120 GSM Fabric', 'PICOFREAL']"
380,"['LEDSPOTLIGHTS', 'TS-S4201G.W1.2LB(0.55KG)', 'Model No.', 'TS-S4501G.W1.12LB(0.51KG)', 'TS-F2210G.W:0.95LB0.43KG', 'Color Type:', '3000K', '6000K', 'RGB', '1Pack', 'MEAS:17x15x9cm/6.7inx5.9inx3.5in', 'Batch No.', '202312345689101112', 'MADE IN CHINA CE']"
381,"['370MM', '560MM', '50MM', '72W', '[560X370X50MM]']"
382,[]
383,"['Made of fine steel', 'Rotatable', 'High polished.', '8mm', '7.5g']"
384,"['500W', '120Kg', '25KM/H', '36V 10Ah', 'Motore potente', 'massima velocita', 'Capacita della batteria', 'carico massimo', '35km', '10 inch', 'IP54', '4-8H', 'Distanza massima', 'Pneumatico solido', 'Impermeabile', 'Tempo di carica']"
385,"['per cani', 'fino', 'a4kg', 'BAY', 'E', 'advantix', 'BAYER', 'Spot-on', 'per cani fino a 4 kg', 'Elimina zecche e pulci', 'Zecca', 'Repelle zecche, zanzare,', 'flebotomi e mosche', 'Pulce', 'cavalline.', 'Zanzara', 'Flebotomo', 'pipette', '4x0,4ml', 'Principi attivi:', '40 mg di imidacloprid,', '200 mg di permetrina']"
386,"['Bayer', 'advantix', 'Spot-on per cani', 'TRIPLA PROTEZIONEsopki', 'recchee zanzare', 'ADVANTIX SPOT-ON PERCANI', 'FINOA4KG', 'Antiparassitario spot on contro pulci,zecche', 'e zanzare', 'Nome:Advantix spot-on per cani', 'advantix', 'fino a4KG', 'Prodotto destinato esclusivamente a:cani', 'Indicazione: antiparassitario per uso esterno', 'Confezione:4 pipette monodose', 'Per la prevenzione edl trattamerto dele intestazioni da', 'pulci,uccide e repele le zecche,repellerte ne', 'confronti di zanzare e flebotomi,repellente nei', 'confronti della mosca cavallina nei cani', 'Pipette', 'Repelle ed elmina le zecche riducendo il ris chio di tra smis sione di malattie come', 'borrelosi,rickettsiosi,ehrlichiosi', 'Repellente cortro zanzare e flebotomi,nduce i ris chio di trasms sione di malsttie', 'come la leishmsnios', 'Pu essere utilizzato quale parte dela strategis di trattamento della dermatite', 'aller gica da pulci', ""Effetto larvicida di Imidacloprid contro le puci nel'ambiente frequertato dal cane"", 'Pu essere usato in cagne in gravidanza e in alattamento', 'Efficace anche se il cane sibagna', 'l trattamerto va ripetutoa seconda dei prassiti.oni2-3-4-settimane', 'Per approtondimenti: Clicca qu per vedere lo spot pubblicitario televisivo.', ""Clicca qul per ve dere l'opus colo in formativo"", 'Come si applica', ' prodotto  appcato n un unico punto tra le soape', 'Rpartire il antello fno a rendere visibile la cute.Appoggiare Testremts dela pip etts', 'sulla cute e spremere piu volte fno a swuotare tutto il contenuto', 'l fine delappkcazione cortrollare di aver swuotato cornpletamente la pipetta', 'n rare cccasioni. possibie che il cane abbia prurto nella zona di app licazione', 'La sens azione e tran sitoria e scompare in poco tempo', 'Non us are sui gatti', ""E'un medicinale veterinariochiedi consigio al tuo veterinario"", 'Leggere attentamerte le avvertenze nel toglio ilustrativo. Tener fuori dalla portata', 'del bambinl ed us are particolare attenzione tinche il sto dl applcazione non sie', 'asclutto.Luso scorretto puo essere nocivo.Aut.Pub.N.49ET/2007']"
387,"['ANGENEHMES', 'TRAGEGEFUHL', 'pamuq', 'hochwertige Baumwolle', '100%Baumwolle', 'hohe Materialdichte', '00', ""4OO gr/m' (GSM)"", 'saugfahig &', 'schnelltrocknend', 'kein schadliches', 'Mikroplastik', 'OEKO-TEX', 'STANDARD 100a']"
388,"['6cm', '30cm', '42cm', '54w', '[42*30*6CM]']"
389,"[' 70mm/2.75inch-', 'Lovers', 'Oracle', 'ILONG', '120mm/4.72inch', 'FOR', 'YOUR', 'KISS', 'Heart-Shaped', 'Fortune Telling Cards', 'We', '400', 'GSM', 'durable', 'use', 'paper']"
390,"['Valley of Teo', 'Blueberries Drieq', 'Berry', 'Getrocknete BlaubeerenMyrtilles Sechees Mirtilli Secchi Arandanos', 'Secos, Gedroogde BosbessenTorkade Blabar, Jagody suszone', 'Certified Organic', 'Latin Name:Vaccinium Cyanococcus', 'Harvest Date:Summer', 'Origin:Romania', 'Lot7-2023', 'www.valleyoftea.com/blueberriesdried', 'MelleurAvant7-2027BestBefore7-2027Mindestenshaibarbis7-2027', 'A consommerdepreference avantle7-2027Daconsumarspreferbilmenteentroil:7-2027 Consumir', 'preferentementeantesdel:7-2027Tnminstehoudbaartot7-2027', 'Non EU Landbouw', 'BE-BIO-1', '100g', 'Duinbstt48000 Brgge-Bem']"
391,"['FOBAOLE', '101', 'MOOE', 'F0', 'STRAINER', '50MESH']"
392,"['4008-101-A65 Water Pump', 'OB', '3.0GPM 12V RV Yacht Water Pump Set']"
393,"['VITAL PROTEINS', 'BEAUTY', 'VITAL PROTEINS', ""COLLAGEN'"", 'COLLAGEN', 'PEPTIDES', '156Collagen per Serving', 'SkinHairNail+Joint Support', '120mg of Hyaluronic Acid', '20g Collagen per Serving', 'SkinHair Nail+Joint Support', 'Strawberry Lemon', 'Grass Fed+Pasture Raised', 'Naturally Flavored with', 'Other Natural Flavors', 'Fsativ', 'Unflavored', 'ot contain whole ruit.', 'MA', 'ce his prct as afood', 'Dietary Supplement', 'Dietary Supplement', 'spolement only.Do not use for', 'Notice:Use this pr', 'oduct asa', 'weight reduction.', 'NET WT 9.6 oz (271 g)', 't only.Do not', 'usefor welght reduction.', 'NET WT 19.3 OZ1.2 lb)547 g']"
394,"['20', 'Collagen', 'Peptides', 'WHOIE3O', 'approved', 'Paleo', 'Friendly', '$', 'Made Without', 'Gluten &Dairy']"
395,"['SIMPLY ADD TO H0T OR COLD LIQUIDs', 'PROTEINS', 'ROTEINS', 'AUTY', 'LAGEN""', 'UUYY', 'AGEN', 'D.', 'Collagen', 'Mix in Hot or', 'Cold Liquids']"
396,"['Thick and Soft Silicone Materia', 'Protect the Phone', 'Reserved Charging Port', 'Suitable for all smartphones from 4.7 to 6.8 inches', 'AAR', '1615', '08:08', 'KRA']"
397,"['46cm(18 inches)', '55cm(22 inches)', '66cm(26 inches)', '71cm(28 inches)', '8mm(0.3inch)', '76cm(30 inches)', 'Model height177 cm5\'10""', 'Model weight:70 kg 154 lbs)']"
398,"['Find uson', 'floryng', 'R', 'Tube', 'decor', 'Floryn Decor', 'amazon alexa', 'Instructions:', 'Dont Wwah', 'Place Your Cand At ea', 'Keep t Away From Kds &Pes', 'Keep Your ane3ApaFroMateas', 'echrW']"
399,"['INFORMATION', 'PRODUCT', 'FREE ENGRAVING', 'Enamel', 'Optional Size', '5.5/6.0/6.5/7.0/7.5/8.0/8.5 inches', '0.51 inch', '(13mm)', 'Quality Enamel', '1.73 inch 44mm', '-RE', 'Material: Stainless steel', 'Velvet Bag', 'GIFT', 'Weight: 14.5g', 'Medical Card']"
400,"['PRODUCTPARAMETER', '10.6inch', '4.1inch', 'weight:1.24ib(565g)', '5.3inch', '0.19inch', '0.94inch']"
401,"['fleece lined+', '240g cotton', 'Breathable & Warm.', 'The fleece lined is breathable and', 'wouldnt make your hand sweat.', 'but keep warm']"
402,"['CORNBREAD', 'ALL-NATURALAND', 'ORGANIC', 'USDA', '7009', 'GMP', 'ORGANIC', 'PRO', 'USDA', 'GMP', 'ORGANIC', 'PRODUCT', '300MG', '20', '1', '30GUMMIES', 'PER SERVING', 'CORNBREAD', 'Watermelon', 'Hemp Gummies', 'FULL', 'PROFILE', 'USDA', 'ORGANIC', 'VEGAN', 'FULL PROFILE', 'GROWN IN KENTUCKY', 'HERBALSUPPLEMENT']"
403,"['CORNBREAD', 'ORGANICWATERMELON', 'HEMPGUMMIES', 'BENEFITS', 'SUPPORTA', 'HEALTHYREST', 'HELPSSUPPORT', '300MG', '20', 'RELAXATION', '1', '30GUMMIES', 'PER SERVINO', 'CORNBREAD', 'HELPSSOOTHESORENESS', 'Watermelon', 'ANDDISCOMFORT', 'Hemp Gummies', 'USDA', 'ORGANIC', 'MAINTAIN YOUR', 'GROWN IN KENTUCKY', 'HERBAL SUPPLEMENT', 'QUALITY OF LIFE']"
404,"['Kind', 'nder', 'CHOCOLAT', 'IOCOLATE', 'MARVEL', 'Kinder', 'CHOCOLATE', 'MARVEL', 'Kinder.', 'Kinder.', 'inder', 'Milk Chocolate With', 'late With', 'Creamy Milky Filing Inside', 'lling Inside', 'Kinder', 'Kinder', 'SERVINC', 'PER', '140', 'NET WT 3.5 OZ (10Zg)', 'Milk Chocolate With', 'Creamy Milky Filling Inside', 'PER', '140', 'INIASTS', 'NET WT3.5 OZ (10Zg)']"
405,"['PRODUCt SIZE', '37.4""', '26.0""', '45.0""', '440', 'Ibs', ""20'"", 'Weight Capacity', '18.7 lbs', 'Product Weight', '28.0""', '26.0""']"
406,"['SKINERIENDLY', 'MEDICAL BRACELETS', '316LSTAINLESS STEEL', 'WATERPROOF', 'HYPOALLERGENIC', '328', 'Weight: 32g/1.13oz', 'QR CODEDIALTIPS1:', 'QRCODE DIALTIPS2:', 'QRCODE DIALTIPS3', 'Do not wipe with cotton', 'Washable and air-dried', 'Do not rub into sharp', 'and wool products', 'only', 'objects']"
407,"['MEDICALALERTBRACELETS', 'ARE EASY TO SET UP, WEAR, AND USE', 'Material:Stainless steel', 'Dial length:45mm/1.77inch', 'Dialwidth:19mm/O.75inch', '19 mm / 0.75""', 'Weight:32g/1.13oz', 'Applicable wrist dimension', '45 mm/ 1.77""', '19.5cm/7.68""', '2cm/0.79""', 'TIPS:The size of the product is measured manually and may be subject to marginal error.']"
408,"['THE', 'adelaine', 'CHOCOLATE COMPANY', 'PREMIUM', 'CHOCOLATE', 'MMOEINUSA', 'NETWT 160Z(454g)']"
409,"['Solid Milk Chocolate SoccerBalls -1LB-#418', 'Amount/Serving', '%DV*Amount/Serving', '%DV*', '5', 'Nutrition Facts', 'Total Fat 9g', '12%', 'Total Carb.17g', '6%', '0060941830', 'About 16 servings per container Sat.Fat 6g', '28%', 'Dietary Fiber Og', '0%', 'Serving size about', 'Trans Fat Og', 'Total Sugars 16g', '5 pieces 28g/1 oz', 'Cholesterol 5mg', '2%', 'Includes 13g Added Sugars 27%', 'Sodium 25mg', '1%', 'Protein 2g', 'Calories', '150', 'per serving', 'Vitamin D 0mcg 0%Calcium 60mg 4%-Iron 0.2mg2%Potassium 100mg 0%', 'The%Daily Value DVtells you how much a nutrient in a sering offood contributes to a daily diet.2,000 calories a day is used for general nutriton advice.', 'INGREDIENTS:MILK CHOCOLATE(SUGARMILK.COCOA BUTTER.CHOCOLATE', 'THEMADELAINE CH0COLATE COMPANY.R0CKAWAYBEACH,NY 11693 MCN', '0', 'Manufactured on equipment that processes peanuts and tree nuts (almonds,pecans, cashews and hazelnuts).', 'WARNING:To avoid danger of suffocation, keep this plastic bag away from babies and', 'children.Do not use this bag in cribs, beds,carriages or play pens.']"
410,"['THE', 'CHOCOLATE COMPANY', 'PREMIUM', 'CHOCOLATE', 'MMAEMUSA', 'NET WT 16 OZ(454gD']"
411,"['8', '5', '6']"
412,"['CAKAMSLLRT', 'STARBUCKE', 'CARAMEL', 'LATTE', 'PREMIUM INSTANT', 'STARDUCKS', 'CARAMEL LATTE']"
413,"['FUNCTION', '1.FLEXIBLETRANSPORTBELT', 'The carrying strap is made of highly flexible', 'material, perfect for your shoulder', '2.COMPACT SIZE', 'With its 61,5 cm width you can', 'take it with you everywhere', 'O', 'KG', '3.LOWWEIGHT', 'Because the yoga mat weighs only 900g', 'you can do your sport everywhere']"
414,"['USB To Type-C(6A 66W)', 'Samsung Galaxy', 'Huawei', 'Google', 'OnePlus', 'Never', 'USB To Micro USB(2A 10W)', 'Galaxy S7/J7', 'Kindle', 'Power Bank', 'LEE', '12:4', 'Bluetooth Speaker', 'USB To Lightning(2.4A 12W)', 'iphone 13/13 Pro/13 ProX/13 Mini', 'iphone 12/12 Pro/12 Pro Max/12 Mini', 'iphoneX/Xs/XS Max', 'iphone 11/11 Pro', 'iphone 8/8 Plus', 'iphone 7/7 Plus']"
415,"['weight', '24g', '1.5cm', '1.6cm', '1.5cm', '1.5cm', '1.6cm', '1.8cm', '1.6cm']"
416,"['Milti-Functions', 'Suit for Work Out', 'Exercise,', 'Training,', 'Fitness,', 'Bodybuilding,', 'Cycling,', 'Weight Lifting']"
417,"['fpice', 'PIMENT', 'FORT', 'Le piment fort est une epice qui peut etre', 'associee a de nombreux aliments: tomate', 'oignonsavocats haricots,fromagepoissons.', 'Poids net: 500 g.', 'A conserver a Fabri de la lumiere dans un', 'endrot sec et frais', 'Voir au dos', 'Distribu6 par:', 'Tradco France', '283Chaussbo Jules Cosar', '3760197945900']"
418,"['A Great Leap in Power Life', 'comes with a huge 12500mAh battery,WP18', 'rugged phone can free your smartphone', '70', '37', '22', '48', 'hours Call Time', 'days standby', 'hours Video', 'hours Music', '12500', 'mAh', '18W', '22mm', '23.2mm', 'Height: 173.6mm', 'Fast Charging', 'Width:83.7mm', 'Weight:423g']"
419,"['70KG', 'Kapazitat', '<50dB', 'Monet', 'einschliellich Gewicht der Tischplatte']"
420,"['1.2cm', '143g', '32.4cm', '32.4cm']"
421,"['PRODUCTPARAMETER', 'Magnetic', '12 mm/', '0.47 inch', '27 mm/1.06 inch', 'You Photo', 'Series: Bracelet', '>Weight: About 12.7g/ 0.45oz', '> Perimeter: 20+5cm (About)', 'Material:RhodiumPlated', 'The size of the product is measured manually and may be subject to marginal error']"
422,"['LOS CURSOS', 'CURSOS']"
423,"['GLiRfe', '1882', 'PELPUNSCA', 'GLUHfix', 'Gewurzmischung', 'fur Gluhwein', '10AUFGUSSBEUTEL']"
424,"['Cycle1000 times', 'Detachable', '40-50KM', '4-5Hours', 'Energy saving', '36V 10.4 AH Battery']"
425,"['36V 250W MOTOR', '25km/h', 'Top Speed', '20', 'Slope', '7 Speed', 'Shimano Gear']"
426,"['36V 250W MOTOR', '25km/h', 'Top Speed', '20', 'Slope', '7 Speed', 'Shimano Gear']"
427,"['MEDICUS CURAT-NATURA SANAT', 'WILD BLUE BERRY NECTAR', 'Achtung aut den', 'Unterschied', '100%', 'Bio', 'Kultur-Heidelbeeren', 'Wildwuchs-Heidelbeer', 'Helles Fleisch/White pulp', 'Dunkles Fleisch/dark pulp', '9', 'Anthocyane15 mg/100g', 'Anthocyane55 mg/100 g', 'Geringere Antioxidantien', 'Starkes Antioxidans', 'Nettare di', 'Questo succo biologico di mirtilli sel-', 'Der naturbelassene Muttersaft aus der', 'vatici ad alto contenuto di antociani', 'wilden Blaubeere ist ein hervorragen', 'MIRTILLO NERO', 'e un ottima fonte di antiossidanti con', 'der Lieferant von Antioxidantien. Der', 'valore 0RAC di oltre 10.000. La polpa', 'Nektar entsteht durch Kaltpressung', 'selvatico', 'viene ottenuta da spremitura a freddo', 'ohne Zusatz von Wasser oder Zucker.', 'senza aggiunta di acqua o zucchero.', 'Zum SuBen konnen Sie unseren biolo-', 'Per chi piace addolcirlo raccomandia-', 'gischen Rohrohrzucker oder WeiBdorn-', 'mo lo zucchero di canna grezzo biolo-', 'honig aus unserem Shop verwenden.', '100%', 'ohne Zusatz von', 'gico o miele di biancospino ottenibili', 'Wir empfehlen eine Tagesdosis von ein', 'Wasser/Zucker', 'presso la nostra azienda Paracelsus.', 'oder zwei Portionen zu 30 ml. Der Saft', 'senza aggiunta di', 'Raccomandiamo una dose di 30 ml una', 'ist nach Offnung bis zu 3 Monaten halt', 'PURE', 'o due volte al giorno.La confezione Bag', 'bar und muss nicht gekuhlt werden.', 'acqua ozucchero', 'in box contiene ben 66 porzioni da 30', 'Valori nutrizionali/Nahrwerte a 100 g:', 'ml.Una volta aperto si conserva fino a', '213kj/51Kcal', 'Wald-', 'tre mesi e non necessita refrigerazione.', 'Grassi/Fett 0,5g', 'di cui acidi grassi saturi 0,04 g', 'net weight', 'gesattigte Fettsauren 0,04 g', 'e2,01', ""Agitare prima dell'uso"", 'Carboidrati/Kohlenhydrate 9 g', 'HEIDELBEEREN', 'Vor Gebrauch schutteln', 'di cui Zuccheri/Zucker 8,5 g', 'Fibre/Ballaststoffe:3,5', 'Nektar', 'Proteine/Eiweiss 0,8 g', '20', 'Sale/Salz0,0g', 'bb', 'PAP', 'OTHER', 'Haltbar bis:', 'Da consumarsi entro:', '2 month a 30ml/d', 'Ingredienti/Inhalt:', 'PORTIONS', 'Polpa di Mirtillo nero selvatico', '31-01-2023', '2 mesi a 30ml/gg', 'da coltivazione biologica', 'Wald-Heidelbeermark', 'SOLM 220001', 'Keine Kuhlung', 'aus biologischem Anbau', 'Lot Nr.', 'Non serve', 'frigorifero', 'notwendig', 'Vorsicht bei Verfalschungen', 'Una volta', 'Nach Offnung', 'Ein Problem bei Heidelbeersaften sind Verfalschungen:', 'Ein groBer Teil der Getranke, die nach Angabe zu 100', 'aperto si conserva', 'bis zu 3 Monate', 'Prozent aus Heidelbeeren bestehen,enthalten', 'T', 'zusatzlich Zucker, Farbstoffe,Wasser oder', 'fino a 3 mesi', 'haltbar', 'andere minderwertige Fruchtsafte.', 'A', 'Das spart Produktionskosten', 'Bag &Box', 'Verpackung', 'denn die Waldheidelbeeren sind teuer.', 'Sie erkennen den naturlichen Heidelbeersaft', 'riciclabile', 'open', 'recyclebar', 'am typichen milden Heidelbeer', 'Aroma.Eine musartige Konsistenz', 'unterstreicht die Naturlichkeit.', 'Paracelsus.Farm']"
428,"['100%NATUR', '507', 'IAT', '1493']"
429,"['20w Fast Charger Cable', 'Charge your iPhone 13 to 60% in 30 minutes', 'Compared with the 2.4A cables,the efficiency is improved by 20%', 'Charge For', '30', 'minutes', '60% charged']"
430,"['16mm', 'IP black plating', 'high polished', 'stainless steel', 'Weight:10.7g']"
431,"['YOKKAO', 'FIRST AT', 'RACE', 'VOOKK', '10OZ', 'S', '-YOKKAO', 'ANDMANDE']"
432,"['HARNDS', 'Overall Length:202cm', 'Blade Length:7,5 cm', 'HARNDS', 'Blade Width:3,3cm', 'Weight Loss Hole', 'Tree Rings Design', 'Means""Time""', 'Closed Length:12,2cm', 'Lanyard Hole', 'Blade Thickness:32mm', 'Liner Lock', 'Weight:130g']"
433,"['SF', 'SONILAK BE', 'COFFE', 'COLoMBIaN BreW', 'COFFE', 'COLomBiaN Brew', 'OFFE', 'COLOMBIaN Brew', 'CoffeE', 'COFFEE', 'COFFEE', 'WAKE UPKICKASSREPEA', 'WAKEUPKICKASSREPEAT', 'WAKEUPKICKASSREPEA', 'NUTTY', 'WILD', 'CREAMY', 'HAZELNUT', 'VANILLA', 'CARAMEL', 'INSTANT COFFEE', 'INSTANT COFFEE', 'INSTANT COFFEE', '8000', 'Bo000', '10000', 'ervin', '25Sachets-50g-1.8oz', '25 Sachets-50g-1.8oz', '25Sachets-50g-1.8oz', 'COFFEE', 'COFFEE', 'COLOMBIAN BREW', 'colombian brew', 'COFFE', 'COLOMBIaN BRew', 'COFFEE', 'coffee', 'COFFEE', 'WAKEUPKICKASSREPEA', 'WAKE UP KICKASSREPEAT', 'WAKEUPKICKASSREPEA', 'HIGH', 'ICE', 'SMOKY', 'CAFFEINE', 'MINT', 'CINNAMON', 'ESPRESSO', 'INSTANT COFFEE', 'INSTANT COFFEE', 'INSTANT COFFEE', '0000', '<1kc', '00000', '0000', 'per', 'peie', '25Sachets-50g-1.8oz', '25Sachets-50g-1.8oz', '25 Sachets-50g-1.80z', 'COLONMILR IE', 'COFFE', 'COFFEE', 'COFFEE', 'COLOMBIAN BREW', 'COLOMBIAN BREW', 'COLoMBIaN Brew', 'COFFEE', 'COFFEE', 'COFFEE', 'WAKEUPKICKASSREEAT', 'WAKE UPKICKASSREPEA', 'WAKEUPKICKASSREPEAT', 'DOUBLE', 'MINT', 'BLUEBERRY', 'CHOCOLATE MOCHA', 'CHOCOLATE MOCHA', 'CHOCOLATE MOCHA', 'INSTANT COFFEE', 'INSTANT COFFEE', 'INSTANT COFFEE', 'ANO', '25 Sachets-50g-1.802', '25 Sachets-50g-1.8oz', '25Sachets-50g-1.8oz']"
434,"['cOLoMBIan BreW', 'COLoMBIan Brew', 'colombian brew', 'COFFEE', 'COFFEE', 'coffee', 'WAKEUPKICKASSREPEAT', 'WAKEUPKICKASSREPEAT', 'WAKEUPKICKASSREPEAT', 'NUTTY', 'WILD', 'CREAMY', 'HAZELNOT', 'VANILLA', 'CARAMEL', 'INSTANT COFFEE', 'INSTANT COFFEE', 'INSTANT COFFEE', 'E', '25 Sachets-50g-1.8oz', '25 Sachets-50g-1.8oz', '25 Sachets-50g-1.8oz', '.', '.', 'COLOMBIAN BREW', 'colombian brew', 'colombian Brew', 'CofFee', 'coffee', 'COFFEE', 'WAKE UPKICKASSREPEAT', 'WAKE UPKICKASSREPEAT', 'HIGH', 'ICE', 'SMOKY', 'CAFFEINE', 'MINT', 'CINNAMON', 'ESPRESSO', 'INSTANT COFFEE', 'INSTANT COFFEE', 'INSTANT COFFEE', '25 Sachets-50g-1.8oz', '25 Sachets-50g-1.8oz', '25 Sachets-50g-1.8oz', 'COLOMBIAN BREW', 'COLOMBIAN BREW', 'COLOMBIAN BREW', 'Coffee', 'coFfee', 'coffee', 'WAKE UPKICKASSREPEAT', 'WAKEUPKICKASSREPEAT', 'DOUBLE', 'BLUEBERRY', 'MINT', 'CHOCOLATE MOCHA', 'CHOCOLATE MOCHA', 'CHOCOLATE MOCHA', 'INSTANT COFFEE', 'INSTANT COFFEE', 'INSTANT COFFEE', 'CHICORY', 'rvi', '25 Sachets-50g-1.8oz', '25 Sachets-50g-1.8oz', '25 Sachets-50g-1.8oz']"
435,"['Express Yourself', 'Fit Most Wrist', 'weight:15 g', 'Diameter:2.5', '0.23', 'Smooth Edges', 'Adjustable Open Size', 'Pull or press the cuffs to adjust the size to fit most wrist,such', 'as for adult women,teens girl,boy,adult men,12-80 years old', 'High Polished', '316L Stainless Steel', 'Pull out firmly with continous', 'Push in firmly with continous', 'pressure to fit large wrist', 'pressure to fit small wrist', 'Adjustable Size', 'PersonalMantra', 'PULLAPART', 'SQUEEZE THE BANGLE', 'If small for you', 'If large for you', 'pull apart the bangle gently', 'squeeze the bangle gently', 'Discreet', 'Fully adjustable to', 'You can wear them', 'fit your wrist perfectly', 'to work & play', 'TAKEOFF THE BRACELET', '100% Stainless Steel', 'Light weigh', 'ADJUST TO FIT YOUR WRIST', 'Hypoallergenic', 'Comfortable', 'Tarnish resistant', 'Durable']"
436,"['GOOD HEALTH', 'TM', 'wOw', 'LIFE SCIENCE', 'MILKTHISTLE', 'CAPSULES', 'BEST QUALITYNATURAL NUTRITION', 'FORYOUR WELLNESS', 'Rich in Silymarin - The Antioxidant for Liver Health', 'GOOD HEALTH', 'wOw', 'Supports liver health', 'Supports healthy cholesterol levels', 'LIFE SCIENCE', 'Supports healthy blood sugar levels', 'MILKTAISTLE', '600 mg', 'MILK THISTLE', 'EXTRACT', 'PER SERVING', 'CAPSULES', 'BEST QUALITYNATURAL NUTRITION', 'FOR YOUR WELLNESS', '60Vegetarian Capsules', 'Rich in Silymarin - The Antioxidant for Liver Health', 'Nutraceutical', 'Supports liver health', 'Supports healthy', 'cholesterol levels', 'Supports healthy', 'blood sugar levels', '60Vegetarian Capsules Nutraceutical']"
437,"['Please Check Dog Size Before The Purchasing', 'Size chart', '60 x 45 x 20 CM', 'For small dogs', 'S', 'Up to 15 LBS', '75 x 55 x 20 CM', 'For medium dogs', 'M', 'Up to 20 Ibs', '90 x 60 x 20 CM', 'For Large Dog', 'up to 25lbs', 'L', '100 x 70 x 20 CM.', 'For XL Dog', 'up to 35lbs', 'XL', '110 x80 x20 CM', 'For XXL Dog', 'p to 55lbs', 'XXL', '120 x 90 x 20 CM', 'For jumbo dog', 'XXXL', 'up to 100lbs', '130 x 100 x 20 CM', 'For jumbo dog', '4XL', 'up to 120 Ibs']"
438,"['adjustable', '17-28cm', 'High polished', 'Stainless steel', '8mm', '40mm', 'Weight:5.3g']"
439,"['goldkili', 'Matcha', 'GingerLatte', 'Instantane au Gingembre', 'et The Vert Matcha', 'goldkini', 'Net WsNt8.8250g', 'Matcha', 'GingerLatte', 'Instantane au Gingembre', 'et The Vert Matcha', 'N2500', 'goldkili', 'Matcha', 'GingerLaltte', 'Instantane au Gingembre', 'et The Vert Matcha', 'Ne885005gx1500']"
440,"['easurements', 'SWIFTXDUO', '58cm', '102cm', '32 cm', '75,5 cm', 'hauck', '84 cm', '12,3 kg', '75,5cm']"
441,"['NA-NA', 'MARQUE DE VANDEVI', 'ASSA-FOETIDA', 'VANDEV', 'POIDSNET1.75OZS', '6', 'Net Weight 50g', 'COMPOUNDE', 'STORAGE:', '017', 'Keep in Cool& Dry place away', 'tom Direct Sunight', 'RSRENA', 'For Export Only (N kr Sale in irda)', 'CKLE', 'YELLOW.POWDER']"
442,"['29.3mm', '5.8mm', 'Weight:18g']"
443,"['Model Age:4T', 'Model Height: 94cm', 'Model Weight: 14.5kg', 'Wear Size:M']"
444,"['SPICY', 'DRIED FRUIT', 'RESEALABLE BAG', 'JUST THREE', 'FOR FRESHNESS', 'INGREDIENTS', 'SOLELY:', 'ORGANIC PINEAPPLE RINGS', 'WITH CHILI & SALT', 'JUST WHOLE FRUIT', 'NO ADDED SUGAR*', 'NO PRESERVATIVES', 'NO SULFITES', 'OUR PROMISE: CLEAN FOOD', 'We Solelyuse the sweetest, most perfectly ripe Pineapples and', 'add dried Chili for a little kick. Our fruit is hand selected from', 'our Solely certified farms and then gently dried at our very', 'own drying facilities.', 'USDA', 'ORGANIC', '100%', 'VEGAN', 'NET WT 2.2 OZ 63g', 'nongmoproject.org']"
445,"['RinggroBe: 50-64', 'Size: 50-64', 'Ringbreite: 3mm', 'Ring width: 3mm', 'Hohe: 1,8mm', 'Gewicht: 8,7g', 'Height: 1,8mm', 'Weight: 8,7g', 'SteingroBe: 1,5mm', 'Stone size: 1,5mm']"
446,"['Profitez', 'des', 'films', 'inclus', 'TV BRAVIA', 'avec votre.', ' 10 Films en haute qualite', 'V 24 Mois de streaming illimite', 'BRAVIA', 'CORE', 'SPIDER-MAN', 'No Way tome', 'Available now on BRAvIA CORE', 'Le service video Bravia CORE est disponible en France', 'lependent de la zone geographique et du modele de televiseur.', 'oprietaires respectifs.']"
